Issue Number,Detected Pattern,State,Time Lapsed,Number of Prompts,Conversation,First Prompt
166,Question Pattern,Open,,2,https://chat.openai.com/share/c30f92f3-461f-4441-9de3-f9affa239404,"namespace EDATesting;

/// <summary>
/// Represents the event of a cost center being updated.
/// </summary>
public interface ICostCenterUpdated
{
    /// <summary>
    /// Gets or sets the unique identifier of the cost center.
    /// </summary>
    Guid Id { get; set; }

    /// <summary>
    /// Gets or sets the name of the cost center.
    /// </summary>
    string? Name { get; set; }

    /// <summary>
    /// Gets or sets the description of the cost center.
    /// </summary>
    string? Description { get; set; }

    /// <summary>
    /// Gets or sets the note of the cost center.
    /// </summary>
    string? Note { get; set; }
}

can you see any recommendations for these contracts for EDA
"
71,Question Pattern,Open,,1,https://chat.openai.com/share/c9b839a8-d582-459a-8a66-8228d8e12e11,"I have a raspberry pi with a Linux installation of home assistant.
I have connected a usb device. 
The device first has an identifier of /dev/hidraw0
After some time and without me doing anything it changes to /dev/hidraw1
Why does this happen. How can I avoid it changing"
71,Question Pattern,Open,,1,https://chat.openai.com/share/c9b839a8-d582-459a-8a66-8228d8e12e11,"I have a raspberry pi with a Linux installation of home assistant.
I have connected a usb device. 
The device first has an identifier of /dev/hidraw0
After some time and without me doing anything it changes to /dev/hidraw1
Why does this happen. How can I avoid it changing"
10,Output Automator Pattern,Closed,"149 days, 23:31:58",4,https://chat.openai.com/share/94563ef8-29de-4a93-8693-69af585b5013,"With this library you can do for example:

from Webtrench import ImageScrapper
url = 'https://example.com'
folder_path = './images'
ImageScrapper.all_image_from_url(url, folder_path)

Can you document other use cases?Webtrench-main.zip"
4,Output Automator Pattern,Closed,17:03:12,5,https://chat.openai.com/share/7efbd567-cfaf-40c5-997a-7ceb1edeac37,"postgresql versioning library by despesz vs postgresql-migrations: How do they compare?

seems like semi similar concept except versioning seems to expect you to either call each of the relevant scripts yourself or write some kind of tool to do so? And also keeps track of dependencies between migrations - this doesn't seem to do that? I guess in practice you copy the migrations sql in this project into beginning of every migration file? do you keep a separate folder that has rollbacks? (but I don't see code in this repo that deletes from the applied_migrations table)"
802,Output Automator Pattern,Closed,0:22:43,1,https://chat.openai.com/share/58022604-2a05-4ab9-b1dd-8a4c3e8bb471,send otp to phone number using kreait/firebase-php 7
802,Simple Instruction Pattern,Closed,0:22:43,1,https://chat.openai.com/share/58022604-2a05-4ab9-b1dd-8a4c3e8bb471,send otp to phone number using kreait/firebase-php 7
802,Question Pattern,Closed,0:22:43,1,https://chat.openai.com/share/58022604-2a05-4ab9-b1dd-8a4c3e8bb471,send otp to phone number using kreait/firebase-php 7
802,Output Automator Pattern,Closed,0:22:43,N/A,https://chat.openai.com/share/ccb6baed-bed1-458f-989f-7f7c31ca4ac4,N/A
802,Simple Instruction Pattern,Closed,0:22:43,N/A,https://chat.openai.com/share/ccb6baed-bed1-458f-989f-7f7c31ca4ac4,N/A
802,Question Pattern,Closed,0:22:43,N/A,https://chat.openai.com/share/ccb6baed-bed1-458f-989f-7f7c31ca4ac4,N/A
4,Output Automator Pattern,Closed,"4 days, 8:49:04",N/A,https://chat.openai.com/share/1ccca5c3-a5be-485a-bedf-6486564e191c,N/A
9,Output Automator Pattern,Closed,"22 days, 20:08:52",5,https://chat.openai.com/share/fe27a52f-44c0-460a-b857-e848469048c5,"what language is this:
```
# Minimum Salary

interface Employee {
  minimumSalary = $100,000
  name = '';
  salary;
  constraint MinimumSalary {
    emit({ constraint: $constraintName, employee: employee, raise: constraintDifference })
  }
}

joe = employee({ name: ""joe"", salary: 110,000 })

minimumSalary = $120,000;

run(MinimumSalary) |> list(events) |> log:format=json |>
wrapWith(code block)
```"
9,Simple Instruction Pattern,Closed,"22 days, 20:08:52",5,https://chat.openai.com/share/fe27a52f-44c0-460a-b857-e848469048c5,"what language is this:
```
# Minimum Salary

interface Employee {
  minimumSalary = $100,000
  name = '';
  salary;
  constraint MinimumSalary {
    emit({ constraint: $constraintName, employee: employee, raise: constraintDifference })
  }
}

joe = employee({ name: ""joe"", salary: 110,000 })

minimumSalary = $120,000;

run(MinimumSalary) |> list(events) |> log:format=json |>
wrapWith(code block)
```"
9,Context and Instruction Pattern,Closed,"22 days, 20:08:52",5,https://chat.openai.com/share/fe27a52f-44c0-460a-b857-e848469048c5,"what language is this:
```
# Minimum Salary

interface Employee {
  minimumSalary = $100,000
  name = '';
  salary;
  constraint MinimumSalary {
    emit({ constraint: $constraintName, employee: employee, raise: constraintDifference })
  }
}

joe = employee({ name: ""joe"", salary: 110,000 })

minimumSalary = $120,000;

run(MinimumSalary) |> list(events) |> log:format=json |>
wrapWith(code block)
```"
19,Output Automator Pattern,Closed,0:24:12,3,https://chat.openai.com/share/b9873d04-5978-489f-8c6b-4b948db7724d,"I wrote this code:

def function_definition(function_node: AST):
    function_name = function_node.name

    all_args = [
        *function_node.args.posonlyargs,
        *function_node.args.args,
        *function_node.args.kwonlyargs,
    ]
    position_of_slash = len(function_node.args.posonlyargs)
    position_of_star = len(all_args) - len(function_node.args.kwonlyargs)
    defaults = [None] * (len(all_args) - len(function_node.args.defaults))
    for default in function_node.args.defaults:
        try:
            value = literal_eval(default)
            if isinstance(value, str):
                value = f'""{value}""'
        except ValueError:
            value = getattr(default, ""id"", ""..."")
        defaults.append(value)

    arguments = []

    for i, (arg, default) in enumerate(zip_longest(all_args, defaults)):
        if position_of_slash and i == position_of_slash:
            arguments.append(""/"")
        if position_of_star and i == position_of_star:
            arguments.append(""*"")
        if getattr(arg.annotation, ""id"", None):
            arg_str = f""{arg.arg}: {arg.annotation.id}""
        else:
            arg_str = arg.arg

        if default:
            arg_str = f""{arg_str}={default}""

        arguments.append(arg_str)

    if function_node.args.vararg:
        arguments.append(f""*{function_node.args.vararg.arg}"")

    if function_node.args.kwarg:
        arguments.append(f""**{function_node.args.kwarg.arg}"")

    arguments_str = "", "".join(arguments)

    return_annotation = """"
    if function_node.returns:
        if hasattr(function_node.returns, ""id""):
            return_annotation = f"" -> {function_node.returns.id}""
        else:
            try:
                if function_node.returns.value is None:
                    return_annotation = "" -> None""
            except AttributeError:
                # The return value is something weird like int(""42"")
                return_annotation = "" -> ?""

    def_ = ""def ""
    if isinstance(function_node, AsyncFunctionDef):
        def_ = ""async def ""

    return f""{def_}{function_name}({arguments_str}){return_annotation}""

To run it you need to use ast.parse() and then find the FunctionDef in the result.

Try running that against this function and show me the result:

def func_default_args(a, b=2, c=3):
    pass
"
19,Simple Instruction Pattern,Open,,N/A,https://chat.openai.com/share/07633379-bb0b-481a-9912-0a86e5b7cff8,N/A
6,Recipe Pattern,Open,,9,https://chat.openai.com/share/312e82f0-cc5e-47f3-b368-b2c0c0f4ad3f,"hi, can you recite the litany of fear for me?"
6,Output Automator Pattern,Open,,9,https://chat.openai.com/share/312e82f0-cc5e-47f3-b368-b2c0c0f4ad3f,"hi, can you recite the litany of fear for me?"
6,Simple Instruction Pattern,Open,,9,https://chat.openai.com/share/312e82f0-cc5e-47f3-b368-b2c0c0f4ad3f,"hi, can you recite the litany of fear for me?"
6,Question Pattern,Open,,9,https://chat.openai.com/share/312e82f0-cc5e-47f3-b368-b2c0c0f4ad3f,"hi, can you recite the litany of fear for me?"
724,Output Automator Pattern,Closed,1:18:18,1,https://chat.openai.com/share/9e596556-c973-4792-9968-745df248cab3,How do you use conan and the conancenter to build a complex C++ program like 3D Slicer?
724,Simple Instruction Pattern,Closed,1:18:18,1,https://chat.openai.com/share/9e596556-c973-4792-9968-745df248cab3,How do you use conan and the conancenter to build a complex C++ program like 3D Slicer?
724,Context and Instruction Pattern,Closed,1:18:18,1,https://chat.openai.com/share/9e596556-c973-4792-9968-745df248cab3,How do you use conan and the conancenter to build a complex C++ program like 3D Slicer?
10030,Simple Instruction Pattern,Closed,3:31:24,6,https://chat.openai.com/share/87632455-5b84-4408-901d-e34a2227183a,"• Running dx in 81 packages
• Remote caching disabled"
10030,Question Pattern,Closed,3:31:24,6,https://chat.openai.com/share/87632455-5b84-4408-901d-e34a2227183a,"• Running dx in 81 packages
• Remote caching disabled"
4037,Output Automator Pattern,Open,,1,https://chat.openai.com/share/ce4247fa-e95c-4188-b612-21fc64c1f7a1,How to check the certificate of an application on windows?
4037,Question Pattern,Open,,1,https://chat.openai.com/share/ce4247fa-e95c-4188-b612-21fc64c1f7a1,How to check the certificate of an application on windows?
17733,Simple Instruction Pattern,Closed,12:04:45,N/A,https://chat.openai.com/share/2b64ea9d-9a42-4415-bee5-253f848b96ae,N/A
17733,Question Pattern,Closed,12:04:45,N/A,https://chat.openai.com/share/2b64ea9d-9a42-4415-bee5-253f848b96ae,N/A
17733,Simple Instruction Pattern,Closed,12:04:45,N/A,https://chat.openai.com/share/2b64ea9d-9a42-4415-bee5-253f848b96ae,N/A
17733,Question Pattern,Closed,12:04:45,N/A,https://chat.openai.com/share/2b64ea9d-9a42-4415-bee5-253f848b96ae,N/A
43,Output Automator Pattern,Closed,"22 days, 23:41:51",2,https://chat.openai.com/share/20ac2b35-652c-49f0-bdc0-2e303a547cb6,"Can you help me fix an error in some code im trying to compile, the error im getting is: root@llm:/usr/local/src/openswoole-22.0.0# make
/bin/bash /usr/local/src/openswoole-22.0.0/libtool --mode=compile g++ -I. -I/usr/local/src/openswoole-22.0.0 -I/usr/local/src/openswoole-22.0.0/include -I/usr/local/src/openswoole-22.0.0/main -I/usr/local/src/openswoole-22.0.0 -I/usr/local/include/php -I/usr/local/include/php/main -I/usr/local/include/php/TSRM -I/usr/local/include/php/Zend -I/usr/local/include/php/ext -I/usr/local/include/php/ext/date/lib -I/usr/local/src/openswoole-22.0.0 -I/usr/local/src/openswoole-22.0.0/include -I/usr/local/src/openswoole-22.0.0/ext-src -I/usr/local/src/openswoole-22.0.0/thirdparty/hiredis  -DHAVE_CONFIG_H  -g -O2 -Wall -Wno-unused-function -Wno-deprecated -Wno-deprecated-declarations -std=c++11    -DENABLE_PHP_SWOOLE -DZEND_COMPILE_DL_EXT=1 -c /usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc -o ext-src/php_swoole.lo  -MMD -MF ext-src/php_swoole.dep -MT ext-src/php_swoole.lo
 g++ -I. -I/usr/local/src/openswoole-22.0.0 -I/usr/local/src/openswoole-22.0.0/include -I/usr/local/src/openswoole-22.0.0/main -I/usr/local/src/openswoole-22.0.0 -I/usr/local/include/php -I/usr/local/include/php/main -I/usr/local/include/php/TSRM -I/usr/local/include/php/Zend -I/usr/local/include/php/ext -I/usr/local/include/php/ext/date/lib -I/usr/local/src/openswoole-22.0.0 -I/usr/local/src/openswoole-22.0.0/include -I/usr/local/src/openswoole-22.0.0/ext-src -I/usr/local/src/openswoole-22.0.0/thirdparty/hiredis -DHAVE_CONFIG_H -g -O2 -Wall -Wno-unused-function -Wno-deprecated -Wno-deprecated-declarations -std=c++11 -DENABLE_PHP_SWOOLE -DZEND_COMPILE_DL_EXT=1 -c /usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc -MMD -MF ext-src/php_swoole.dep -MT ext-src/php_swoole.lo  -fPIC -DPIC -o ext-src/.libs/php_swoole.o
In file included from /usr/local/src/openswoole-22.0.0/ext-src/php_swoole_private.h:25,
                 from /usr/local/src/openswoole-22.0.0/ext-src/php_swoole_cxx.h:19,
                 from /usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc:16:
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole_private.h: In function ‘int php_swoole_check_reactor()’:
./php_openswoole.h:58:22: error: ‘openswoole_globals’ was not declared in this scope; did you mean ‘openswoole_globals_id’?
   58 | #define SWOOLE_G(v) (openswoole_globals.v)
      |                      ^~~~~~~~~~~~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole_private.h:1015:9: note: in expansion of macro ‘SWOOLE_G’
 1015 |     if (SWOOLE_G(req_status) == PHP_SWOOLE_RSHUTDOWN_BEGIN) {
      |         ^~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc: In function ‘void php_swoole_set_global_option(HashTable*)’:
./php_openswoole.h:58:22: error: ‘openswoole_globals’ was not declared in this scope; did you mean ‘openswoole_globals_id’?
   58 | #define SWOOLE_G(v) (openswoole_globals.v)
      |                      ^~~~~~~~~~~~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc:212:9: note: in expansion of macro ‘SWOOLE_G’
  212 |         SWOOLE_G(display_errors) = zval_is_true(ztmp);
      |         ^~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc: In function ‘bool php_swoole_is_enable_coroutine()’:
./php_openswoole.h:58:22: error: ‘openswoole_globals’ was not declared in this scope; did you mean ‘openswoole_globals_id’?
   58 | #define SWOOLE_G(v) (openswoole_globals.v)
      |                      ^~~~~~~~~~~~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc:263:16: note: in expansion of macro ‘SWOOLE_G’
  263 |         return SWOOLE_G(enable_coroutine);
      |                ^~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc: In function ‘zend_result zm_startup_openswoole(int, int)’:
./php_openswoole.h:58:22: error: ‘openswoole_globals’ was not declared in this scope; did you mean ‘openswoole_globals_id’?
   58 | #define SWOOLE_G(v) (openswoole_globals.v)
      |                      ^~~~~~~~~~~~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc:1147:9: note: in expansion of macro ‘SWOOLE_G’
 1147 |         SWOOLE_G(cli) = 1;
      |         ^~~~~~~~
./php_openswoole.h:58:22: error: ‘openswoole_globals’ was not declared in this scope; did you mean ‘openswoole_globals_id’?
   58 | #define SWOOLE_G(v) (openswoole_globals.v)
      |                      ^~~~~~~~~~~~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc:1197:35: note: in expansion of macro ‘SWOOLE_G’
 1197 |     Socket::default_buffer_size = SWOOLE_G(socket_buffer_size);
      |                                   ^~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc: In function ‘zend_result zm_activate_openswoole(int, int)’:
./php_openswoole.h:58:22: error: ‘openswoole_globals’ was not declared in this scope; did you mean ‘openswoole_globals_id’?
   58 | #define SWOOLE_G(v) (openswoole_globals.v)
      |                      ^~~~~~~~~~~~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc:1400:10: note: in expansion of macro ‘SWOOLE_G’
 1400 |     if (!SWOOLE_G(cli)) {
      |          ^~~~~~~~
./php_openswoole.h:58:22: error: ‘openswoole_globals’ was not declared in this scope; did you mean ‘openswoole_globals_id’?
   58 | #define SWOOLE_G(v) (openswoole_globals.v)
      |                      ^~~~~~~~~~~~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc:1404:5: note: in expansion of macro ‘SWOOLE_G’
 1404 |     SWOOLE_G(req_status) = PHP_SWOOLE_RINIT_BEGIN;
      |     ^~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc: In function ‘zend_result zm_deactivate_openswoole(int, int)’:
./php_openswoole.h:58:22: error: ‘openswoole_globals’ was not declared in this scope; did you mean ‘openswoole_globals_id’?
   58 | #define SWOOLE_G(v) (openswoole_globals.v)
      |                      ^~~~~~~~~~~~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc:1423:10: note: in expansion of macro ‘SWOOLE_G’
 1423 |     if (!SWOOLE_G(cli)) {
      |          ^~~~~~~~
./php_openswoole.h:58:22: error: ‘openswoole_globals’ was not declared in this scope; did you mean ‘openswoole_globals_id’?
   58 | #define SWOOLE_G(v) (openswoole_globals.v)
      |                      ^~~~~~~~~~~~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc:1427:5: note: in expansion of macro ‘SWOOLE_G’
 1427 |     SWOOLE_G(req_status) = PHP_SWOOLE_RSHUTDOWN_BEGIN;
      |     ^~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc: In function ‘void zif_swoole_internal_call_user_shutdown_begin(zend_execute_data*, zval*)’:
./php_openswoole.h:58:22: error: ‘openswoole_globals’ was not declared in this scope; did you mean ‘openswoole_globals_id’?
   58 | #define SWOOLE_G(v) (openswoole_globals.v)
      |                      ^~~~~~~~~~~~~~~~~~
/usr/local/src/openswoole-22.0.0/ext-src/php_swoole.cc:1468:9: note: in expansion of macro ‘SWOOLE_G’
 1468 |     if (SWOOLE_G(req_status) == PHP_SWOOLE_RINIT_END) {
      |         ^~~~~~~~
make: *** [Makefile:221: ext-src/php_swoole.lo] Error 1
"
